id,level,type,prompt_he,prompt_en,answer_thai,answer_roman,answer_he,answer_en,source_vocab_id
qv19_0882,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: sa¹-mawng¹ mai³ tam¹-ngaan¹ — המוח לא עובד / brain not working,Write Thai from romanization: sa¹-mawng¹ mai³ tam¹-ngaan¹ — brain not working / המוח לא עובד,สมองไม่ทำงาน,sa¹-mawng¹ mai³ tam¹-ngaan¹,המוח לא עובד,brain not working,vocab_0295
qv19_0883,1,mcq_read_meaning,מה המשמעות של บน (bon¹)?,What does บน (bon¹) mean?,บน,bon¹,על (מעל),on / above,vocab_0296
qv19_0884,1,write_he_to_thai,כתוב בתאית: על (מעל) — on / above (bon¹),Write in Thai: on / above — על (מעל) (bon¹),บน,bon¹,על (מעל),on / above,vocab_0296
qv19_0885,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: bon¹ — על (מעל) / on / above,Write Thai from romanization: bon¹ — on / above / על (מעל),บน,bon¹,על (מעל),on / above,vocab_0296
qv19_0886,3,mcq_read_meaning,מה המשמעות של ต่อไป (dtor²-bpai¹)?,What does ต่อไป (dtor²-bpai¹) mean?,ต่อไป,dtor²-bpai¹,הבא,next,vocab_0297
qv19_0887,3,write_he_to_thai,כתוב בתאית: הבא — next (dtor²-bpai¹),Write in Thai: next — הבא (dtor²-bpai¹),ต่อไป,dtor²-bpai¹,הבא,next,vocab_0297
qv19_0888,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: dtor²-bpai¹ — הבא / next,Write Thai from romanization: dtor²-bpai¹ — next / הבא,ต่อไป,dtor²-bpai¹,הבא,next,vocab_0297
qv19_0889,1,mcq_read_meaning,מה המשמעות של เห็น (hen¹)?,What does เห็น (hen¹) mean?,เห็น,hen¹,רואה,see,vocab_0298
qv19_0890,1,write_he_to_thai,כתוב בתאית: רואה — see (hen¹),Write in Thai: see — רואה (hen¹),เห็น,hen¹,רואה,see,vocab_0298
qv19_0891,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: hen¹ — רואה / see,Write Thai from romanization: hen¹ — see / רואה,เห็น,hen¹,רואה,see,vocab_0298
qv19_0892,3,mcq_read_meaning,מה המשמעות של หน้าต่าง (naa³-dtang²)?,What does หน้าต่าง (naa³-dtang²) mean?,หน้าต่าง,naa³-dtang²,חלון,window,vocab_0299
qv19_0893,3,write_he_to_thai,כתוב בתאית: חלון — window (naa³-dtang²),Write in Thai: window — חלון (naa³-dtang²),หน้าต่าง,naa³-dtang²,חלון,window,vocab_0299
qv19_0894,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: naa³-dtang² — חלון / window,Write Thai from romanization: naa³-dtang² — window / חלון,หน้าต่าง,naa³-dtang²,חלון,window,vocab_0299
qv19_0895,1,mcq_read_meaning,מה המשמעות של ห้อง (hawng³)?,What does ห้อง (hawng³) mean?,ห้อง,hawng³,חדר,room,vocab_0300
qv19_0896,1,write_he_to_thai,כתוב בתאית: חדר — room (hawng³),Write in Thai: room — חדר (hawng³),ห้อง,hawng³,חדר,room,vocab_0300
qv19_0897,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: hawng³ — חדר / room,Write Thai from romanization: hawng³ — room / חדר,ห้อง,hawng³,חדר,room,vocab_0300
qv19_0898,3,mcq_read_meaning,מה המשמעות של พ่อแม่ (poh³-mae³)?,What does พ่อแม่ (poh³-mae³) mean?,พ่อแม่,poh³-mae³,הורים,parents,vocab_0301
qv19_0899,3,write_he_to_thai,כתוב בתאית: הורים — parents (poh³-mae³),Write in Thai: parents — הורים (poh³-mae³),พ่อแม่,poh³-mae³,הורים,parents,vocab_0301
qv19_0900,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: poh³-mae³ — הורים / parents,Write Thai from romanization: poh³-mae³ — parents / הורים,พ่อแม่,poh³-mae³,הורים,parents,vocab_0301
qv19_0901,3,mcq_read_meaning,מה המשמעות של กับข้าว (kap²-kaao³)?,What does กับข้าว (kap²-kaao³) mean?,กับข้าว,kap²-kaao³,אוכל (שאוכלים עם אורז),food eaten with rice,vocab_0302
qv19_0902,3,write_he_to_thai,כתוב בתאית: אוכל (שאוכלים עם אורז) — food eaten with rice (kap²-kaao³),Write in Thai: food eaten with rice — אוכל (שאוכלים עם אורז) (kap²-kaao³),กับข้าว,kap²-kaao³,אוכל (שאוכלים עם אורז),food eaten with rice,vocab_0302
qv19_0903,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: kap²-kaao³ — אוכל (שאוכלים עם אורז) / food eaten with rice,Write Thai from romanization: kap²-kaao³ — food eaten with rice / אוכל (שאוכלים עם אורז),กับข้าว,kap²-kaao³,אוכל (שאוכלים עם אורז),food eaten with rice,vocab_0302
qv19_0904,3,mcq_read_meaning,מה המשמעות של นักเรียน (nag²-rian¹)?,What does นักเรียน (nag²-rian¹) mean?,นักเรียน,nag²-rian¹,סטודנט / תלמיד,student,vocab_0303
qv19_0905,3,write_he_to_thai,כתוב בתאית: סטודנט / תלמיד — student (nag²-rian¹),Write in Thai: student — סטודנט / תלמיד (nag²-rian¹),นักเรียน,nag²-rian¹,סטודנט / תלמיד,student,vocab_0303
qv19_0906,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: nag²-rian¹ — סטודנט / תלמיד / student,Write Thai from romanization: nag²-rian¹ — student / סטודנט / תלמיד,นักเรียน,nag²-rian¹,סטודנט / תלמיד,student,vocab_0303
qv19_0907,4,mcq_read_meaning,מה המשמעות של ร้านอาหาร (raan³-aa¹-haan⁵)?,What does ร้านอาหาร (raan³-aa¹-haan⁵) mean?,ร้านอาหาร,raan³-aa¹-haan⁵,מסעדה,restaurant,vocab_0304
qv19_0908,4,write_he_to_thai,כתוב בתאית: מסעדה — restaurant (raan³-aa¹-haan⁵),Write in Thai: restaurant — מסעדה (raan³-aa¹-haan⁵),ร้านอาหาร,raan³-aa¹-haan⁵,מסעדה,restaurant,vocab_0304
qv19_0909,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: raan³-aa¹-haan⁵ — מסעדה / restaurant,Write Thai from romanization: raan³-aa¹-haan⁵ — restaurant / מסעדה,ร้านอาหาร,raan³-aa¹-haan⁵,מסעדה,restaurant,vocab_0304
qv19_0910,3,mcq_read_meaning,מה המשמעות של เจ้าของ (jao³-kawng¹)?,What does เจ้าของ (jao³-kawng¹) mean?,เจ้าของ,jao³-kawng¹,הבעלים,owner,vocab_0305
qv19_0911,3,write_he_to_thai,כתוב בתאית: הבעלים — owner (jao³-kawng¹),Write in Thai: owner — הבעלים (jao³-kawng¹),เจ้าของ,jao³-kawng¹,הבעלים,owner,vocab_0305
qv19_0912,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: jao³-kawng¹ — הבעלים / owner,Write Thai from romanization: jao³-kawng¹ — owner / הבעלים,เจ้าของ,jao³-kawng¹,הבעלים,owner,vocab_0305
qv19_0913,1,mcq_read_meaning,מה המשמעות של แม่ (mae³)?,What does แม่ (mae³) mean?,แม่,mae³,אמא,mother,vocab_0306
qv19_0914,1,write_he_to_thai,כתוב בתאית: אמא — mother (mae³),Write in Thai: mother — אמא (mae³),แม่,mae³,אמא,mother,vocab_0306
qv19_0915,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: mae³ — אמא / mother,Write Thai from romanization: mae³ — mother / אמא,แม่,mae³,אמא,mother,vocab_0306
qv19_0916,3,mcq_read_meaning,מה המשמעות של ผู้หญิง (puu³-ying⁵)?,What does ผู้หญิง (puu³-ying⁵) mean?,ผู้หญิง,puu³-ying⁵,אישה / נקבה,woman / female,vocab_0307
qv19_0917,3,write_he_to_thai,כתוב בתאית: אישה / נקבה — woman / female (puu³-ying⁵),Write in Thai: woman / female — אישה / נקבה (puu³-ying⁵),ผู้หญิง,puu³-ying⁵,אישה / נקבה,woman / female,vocab_0307
qv19_0918,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: puu³-ying⁵ — אישה / נקבה / woman / female,Write Thai from romanization: puu³-ying⁵ — woman / female / אישה / נקבה,ผู้หญิง,puu³-ying⁵,אישה / נקבה,woman / female,vocab_0307
qv19_0919,3,mcq_read_meaning,מה המשמעות של ผู้ชาย (puu³-chaai¹)?,What does ผู้ชาย (puu³-chaai¹) mean?,ผู้ชาย,puu³-chaai¹,גבר / זכר,man / male,vocab_0308
qv19_0920,3,write_he_to_thai,כתוב בתאית: גבר / זכר — man / male (puu³-chaai¹),Write in Thai: man / male — גבר / זכר (puu³-chaai¹),ผู้ชาย,puu³-chaai¹,גבר / זכר,man / male,vocab_0308
qv19_0921,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: puu³-chaai¹ — גבר / זכר / man / male,Write Thai from romanization: puu³-chaai¹ — man / male / גבר / זכר,ผู้ชาย,puu³-chaai¹,גבר / זכר,man / male,vocab_0308
qv19_0922,4,mcq_read_meaning,מה המשמעות של ในหลวง (nai¹-lu-ang¹)?,What does ในหลวง (nai¹-lu-ang¹) mean?,ในหลวง,nai¹-lu-ang¹,המלך,king,vocab_0309
qv19_0923,4,write_he_to_thai,כתוב בתאית: המלך — king (nai¹-lu-ang¹),Write in Thai: king — המלך (nai¹-lu-ang¹),ในหลวง,nai¹-lu-ang¹,המלך,king,vocab_0309
qv19_0924,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: nai¹-lu-ang¹ — המלך / king,Write Thai from romanization: nai¹-lu-ang¹ — king / המלך,ในหลวง,nai¹-lu-ang¹,המלך,king,vocab_0309
qv19_0925,4,mcq_read_meaning,מה המשמעות של พระเจ้าอยู่หัว (pra¹-jao³-yuu²-hua¹)?,What does พระเจ้าอยู่หัว (pra¹-jao³-yuu²-hua¹) mean?,พระเจ้าอยู่หัว,pra¹-jao³-yuu²-hua¹,המלך (תואר רשמי),king (formal title),vocab_0310
qv19_0926,4,write_he_to_thai,כתוב בתאית: המלך (תואר רשמי) — king (formal title) (pra¹-jao³-yuu²-hua¹),Write in Thai: king (formal title) — המלך (תואר רשמי) (pra¹-jao³-yuu²-hua¹),พระเจ้าอยู่หัว,pra¹-jao³-yuu²-hua¹,המלך (תואר רשמי),king (formal title),vocab_0310
qv19_0927,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: pra¹-jao³-yuu²-hua¹ — המלך (תואר רשמי) / king (formal title),Write Thai from romanization: pra¹-jao³-yuu²-hua¹ — king (formal title) / המלך (תואר רשמי),พระเจ้าอยู่หัว,pra¹-jao³-yuu²-hua¹,המלך (תואר רשמי),king (formal title),vocab_0310
qv19_0928,3,mcq_read_meaning,מה המשמעות של หมู่ (muu)?,What does หมู่ (muu) mean?,หมู่,muu,קבוצה / כפר / חבורה,group / village / category,vocab_0311
qv19_0929,3,write_he_to_thai,כתוב בתאית: קבוצה / כפר / חבורה — group / village / category (muu),Write in Thai: group / village / category — קבוצה / כפר / חבורה (muu),หมู่,muu,קבוצה / כפר / חבורה,group / village / category,vocab_0311
qv19_0930,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: muu — קבוצה / כפר / חבורה / group / village / category,Write Thai from romanization: muu — group / village / category / קבוצה / כפר / חבורה,หมู่,muu,קבוצה / כפר / חבורה,group / village / category,vocab_0311
qv19_0931,3,mcq_read_meaning,מה המשמעות של ชาวเผ่า (chaao¹-pao¹)?,What does ชาวเผ่า (chaao¹-pao¹) mean?,ชาวเผ่า,chaao¹-pao¹,אנשי שבט,tribal people,vocab_0312
qv19_0932,3,write_he_to_thai,כתוב בתאית: אנשי שבט — tribal people (chaao¹-pao¹),Write in Thai: tribal people — אנשי שבט (chaao¹-pao¹),ชาวเผ่า,chaao¹-pao¹,אנשי שבט,tribal people,vocab_0312
qv19_0933,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: chaao¹-pao¹ — אנשי שבט / tribal people,Write Thai from romanization: chaao¹-pao¹ — tribal people / אנשי שבט,ชาวเผ่า,chaao¹-pao¹,אנשי שבט,tribal people,vocab_0312
qv19_0934,3,mcq_read_meaning,מה המשמעות של ภูเขา (puu¹-kao¹)?,What does ภูเขา (puu¹-kao¹) mean?,ภูเขา,puu¹-kao¹,הר,mountain,vocab_0314
qv19_0935,3,write_he_to_thai,כתוב בתאית: הר — mountain (puu¹-kao¹),Write in Thai: mountain — הר (puu¹-kao¹),ภูเขา,puu¹-kao¹,הר,mountain,vocab_0314
qv19_0936,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: puu¹-kao¹ — הר / mountain,Write Thai from romanization: puu¹-kao¹ — mountain / הר,ภูเขา,puu¹-kao¹,הר,mountain,vocab_0314
qv19_0937,1,mcq_read_meaning,מה המשמעות של ผ้า (paa)?,What does ผ้า (paa) mean?,ผ้า,paa,בד / בגד,cloth / fabric / clothing,vocab_0315
qv19_0938,1,write_he_to_thai,כתוב בתאית: בד / בגד — cloth / fabric / clothing (paa),Write in Thai: cloth / fabric / clothing — בד / בגד (paa),ผ้า,paa,בד / בגד,cloth / fabric / clothing,vocab_0315
qv19_0939,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: paa — בד / בגד / cloth / fabric / clothing,Write Thai from romanization: paa — cloth / fabric / clothing / בד / בגד,ผ้า,paa,בד / בגד,cloth / fabric / clothing,vocab_0315
qv19_0940,3,mcq_read_meaning,מה המשמעות של ตลาดนัด (dtalard²-nat¹)?,What does ตลาดนัด (dtalard²-nat¹) mean?,ตลาดนัด,dtalard²-nat¹,שוק,market,vocab_0316
qv19_0941,3,write_he_to_thai,כתוב בתאית: שוק — market (dtalard²-nat¹),Write in Thai: market — שוק (dtalard²-nat¹),ตลาดนัด,dtalard²-nat¹,שוק,market,vocab_0316
qv19_0942,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: dtalard²-nat¹ — שוק / market,Write Thai from romanization: dtalard²-nat¹ — market / שוק,ตลาดนัด,dtalard²-nat¹,שוק,market,vocab_0316
qv19_0943,2,mcq_read_meaning,מה המשמעות של อีก (iig(2))?,What does อีก (iig(2)) mean?,อีก,iig(2),שוב (Again),again / more,vocab_0317
qv19_0944,2,write_he_to_thai,כתוב בתאית: שוב (Again) — again / more (iig(2)),Write in Thai: again / more — שוב (Again) (iig(2)),อีก,iig(2),שוב (Again),again / more,vocab_0317
qv19_0945,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: iig(2) — שוב (Again) / again / more,Write Thai from romanization: iig(2) — again / more / שוב (Again),อีก,iig(2),שוב (Again),again / more,vocab_0317
qv19_0946,3,mcq_read_meaning,מה המשמעות של พักผ่อน (pag-pawn(2-2))?,What does พักผ่อน (pag-pawn(2-2)) mean?,พักผ่อน,pag-pawn(2-2),לנוח,rest,vocab_0318
qv19_0947,3,write_he_to_thai,כתוב בתאית: לנוח — rest (pag-pawn(2-2)),Write in Thai: rest — לנוח (pag-pawn(2-2)),พักผ่อน,pag-pawn(2-2),לנוח,rest,vocab_0318
qv19_0948,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: pag-pawn(2-2) — לנוח / rest,Write Thai from romanization: pag-pawn(2-2) — rest / לנוח,พักผ่อน,pag-pawn(2-2),לנוח,rest,vocab_0318
qv19_0949,3,mcq_read_meaning,מה המשמעות של ไปเที่ยว (bpai-tiao(1-3))?,What does ไปเที่ยว (bpai-tiao(1-3)) mean?,ไปเที่ยว,bpai-tiao(1-3),לטייל / להסתובב בכיף,go out / travel for fun,vocab_0319
qv19_0950,3,write_he_to_thai,כתוב בתאית: לטייל / להסתובב בכיף — go out / travel for fun (bpai-tiao(1-3)),Write in Thai: go out / travel for fun — לטייל / להסתובב בכיף (bpai-tiao(1-3)),ไปเที่ยว,bpai-tiao(1-3),לטייל / להסתובב בכיף,go out / travel for fun,vocab_0319
qv19_0951,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: bpai-tiao(1-3) — לטייל / להסתובב בכיף / go out / travel for fun,Write Thai from romanization: bpai-tiao(1-3) — go out / travel for fun / לטייל / להסתובב בכיף,ไปเที่ยว,bpai-tiao(1-3),לטייל / להסתובב בכיף,go out / travel for fun,vocab_0319
qv19_0952,2,mcq_read_meaning,מה המשמעות של เสร็จ (sed(2))?,What does เสร็จ (sed(2)) mean?,เสร็จ,sed(2),סיים / נגמר,finish / done,vocab_0320
qv19_0953,2,write_he_to_thai,כתוב בתאית: סיים / נגמר — finish / done (sed(2)),Write in Thai: finish / done — סיים / נגמר (sed(2)),เสร็จ,sed(2),סיים / נגמר,finish / done,vocab_0320
qv19_0954,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: sed(2) — סיים / נגמר / finish / done,Write Thai from romanization: sed(2) — finish / done / סיים / נגמר,เสร็จ,sed(2),סיים / נגמר,finish / done,vocab_0320
qv19_0955,2,mcq_read_meaning,מה המשמעות של หมด (mod(2))?,What does หมด (mod(2)) mean?,หมด,mod(2),הכל נגמר / אזל,finished / used up,vocab_0321
qv19_0956,2,write_he_to_thai,כתוב בתאית: הכל נגמר / אזל — finished / used up (mod(2)),Write in Thai: finished / used up — הכל נגמר / אזל (mod(2)),หมด,mod(2),הכל נגמר / אזל,finished / used up,vocab_0321
qv19_0957,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: mod(2) — הכל נגמר / אזל / finished / used up,Write Thai from romanization: mod(2) — finished / used up / הכל נגמר / אזל,หมด,mod(2),הכל נגמר / אזל,finished / used up,vocab_0321
qv19_0958,2,mcq_read_meaning,מה המשמעות של ตื่น (dteun)?,What does ตื่น (dteun) mean?,ตื่น,dteun,להתעורר,wake up,vocab_0322
qv19_0959,2,write_he_to_thai,כתוב בתאית: להתעורר — wake up (dteun),Write in Thai: wake up — להתעורר (dteun),ตื่น,dteun,להתעורר,wake up,vocab_0322
qv19_0960,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: dteun — להתעורר / wake up,Write Thai from romanization: dteun — wake up / להתעורר,ตื่น,dteun,להתעורר,wake up,vocab_0322
qv19_0961,2,mcq_read_meaning,מה המשמעות של หลง (long(1))?,What does หลง (long(1)) mean?,หลง,long(1),ללכת לאיבוד,lost,vocab_0323
qv19_0962,2,write_he_to_thai,כתוב בתאית: ללכת לאיבוד — lost (long(1)),Write in Thai: lost — ללכת לאיבוד (long(1)),หลง,long(1),ללכת לאיבוד,lost,vocab_0323
qv19_0963,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: long(1) — ללכת לאיבוד / lost,Write Thai from romanization: long(1) — lost / ללכת לאיבוד,หลง,long(1),ללכת לאיבוד,lost,vocab_0323
qv19_0964,4,mcq_read_meaning,מה המשמעות של ความอดทน (kwaam-od-ton(1-2-1))?,What does ความอดทน (kwaam-od-ton(1-2-1)) mean?,ความอดทน,kwaam-od-ton(1-2-1),סבלנות,patience,vocab_0324
qv19_0965,4,write_he_to_thai,כתוב בתאית: סבלנות — patience (kwaam-od-ton(1-2-1)),Write in Thai: patience — סבלנות (kwaam-od-ton(1-2-1)),ความอดทน,kwaam-od-ton(1-2-1),סבלנות,patience,vocab_0324
qv19_0966,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: kwaam-od-ton(1-2-1) — סבלנות / patience,Write Thai from romanization: kwaam-od-ton(1-2-1) — patience / סבלנות,ความอดทน,kwaam-od-ton(1-2-1),סבלנות,patience,vocab_0324
qv19_0967,2,mcq_read_meaning,מה המשמעות של ปลา (bplaa(1))?,What does ปลา (bplaa(1)) mean?,ปลา,bplaa(1),דג,fish,vocab_0325
qv19_0968,2,write_he_to_thai,כתוב בתאית: דג — fish (bplaa(1)),Write in Thai: fish — דג (bplaa(1)),ปลา,bplaa(1),דג,fish,vocab_0325
qv19_0969,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: bplaa(1) — דג / fish,Write Thai from romanization: bplaa(1) — fish / דג,ปลา,bplaa(1),דג,fish,vocab_0325
qv19_0970,2,mcq_read_meaning,מה המשמעות של กุ้ง (gung(3))?,What does กุ้ง (gung(3)) mean?,กุ้ง,gung(3),שרימפס,shrimp,vocab_0326
qv19_0971,2,write_he_to_thai,כתוב בתאית: שרימפס — shrimp (gung(3)),Write in Thai: shrimp — שרימפס (gung(3)),กุ้ง,gung(3),שרימפס,shrimp,vocab_0326
qv19_0972,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: gung(3) — שרימפס / shrimp,Write Thai from romanization: gung(3) — shrimp / שרימפס,กุ้ง,gung(3),שרימפס,shrimp,vocab_0326
qv19_0973,2,mcq_read_meaning,מה המשמעות של หอย (hoi(5))?,What does หอย (hoi(5)) mean?,หอย,hoi(5),צדפה,shellfish,vocab_0327
qv19_0974,2,write_he_to_thai,כתוב בתאית: צדפה — shellfish (hoi(5)),Write in Thai: shellfish — צדפה (hoi(5)),หอย,hoi(5),צדפה,shellfish,vocab_0327
qv19_0975,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: hoi(5) — צדפה / shellfish,Write Thai from romanization: hoi(5) — shellfish / צדפה,หอย,hoi(5),צדפה,shellfish,vocab_0327
qv19_0976,3,mcq_read_meaning,מה המשמעות של ปลาหมึก (bpla-meuk)?,What does ปลาหมึก (bpla-meuk) mean?,ปลาหมึก,bpla-meuk,דיונון,squid,vocab_0328
qv19_0977,3,write_he_to_thai,כתוב בתאית: דיונון — squid (bpla-meuk),Write in Thai: squid — דיונון (bpla-meuk),ปลาหมึก,bpla-meuk,דיונון,squid,vocab_0328
qv19_0978,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: bpla-meuk — דיונון / squid,Write Thai from romanization: bpla-meuk — squid / דיונון,ปลาหมึก,bpla-meuk,דיונון,squid,vocab_0328
qv19_0979,4,mcq_read_meaning,מה המשמעות של อาหารทะเล (aa-haan-ta-lay(1(1)-5-1-1))?,What does อาหารทะเล (aa-haan-ta-lay(1(1)-5-1-1)) mean?,อาหารทะเล,aa-haan-ta-lay(1(1)-5-1-1),פירות ים,seafood,vocab_0329
qv19_0980,4,write_he_to_thai,כתוב בתאית: פירות ים — seafood (aa-haan-ta-lay(1(1)-5-1-1)),Write in Thai: seafood — פירות ים (aa-haan-ta-lay(1(1)-5-1-1)),อาหารทะเล,aa-haan-ta-lay(1(1)-5-1-1),פירות ים,seafood,vocab_0329
qv19_0981,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: aa-haan-ta-lay(1(1)-5-1-1) — פירות ים / seafood,Write Thai from romanization: aa-haan-ta-lay(1(1)-5-1-1) — seafood / פירות ים,อาหารทะเล,aa-haan-ta-lay(1(1)-5-1-1),פירות ים,seafood,vocab_0329
qv19_0982,3,mcq_read_meaning,מה המשמעות של เมื่อไร (meua-rai(3-1))?,What does เมื่อไร (meua-rai(3-1)) mean?,เมื่อไร,meua-rai(3-1),מתי,when?,vocab_0330
qv19_0983,3,write_he_to_thai,כתוב בתאית: מתי — when? (meua-rai(3-1)),Write in Thai: when? — מתי (meua-rai(3-1)),เมื่อไร,meua-rai(3-1),מתי,when?,vocab_0330
qv19_0984,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: meua-rai(3-1) — מתי / when?,Write Thai from romanization: meua-rai(3-1) — when? / מתי,เมื่อไร,meua-rai(3-1),מתי,when?,vocab_0330
qv19_0985,5,mcq_read_meaning,מה המשמעות של ยังไง (yang-ngai)?,What does ยังไง (yang-ngai) mean?,ยังไง,yang-ngai,איך?,how?,vocab_0331
qv19_0986,5,write_he_to_thai,כתוב בתאית: איך? — how? (yang-ngai),Write in Thai: how? — איך? (yang-ngai),ยังไง,yang-ngai,איך?,how?,vocab_0331
qv19_0987,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: yang-ngai — איך? / how?,Write Thai from romanization: yang-ngai — how? / איך?,ยังไง,yang-ngai,איך?,how?,vocab_0331
qv19_0988,2,mcq_read_meaning,מה המשמעות של ใคร (khrai(1))?,What does ใคร (khrai(1)) mean?,ใคร,khrai(1),מי (או מי זה),who,vocab_0332
qv19_0989,2,write_he_to_thai,כתוב בתאית: מי (או מי זה) — who (khrai(1)),Write in Thai: who — מי (או מי זה) (khrai(1)),ใคร,khrai(1),מי (או מי זה),who,vocab_0332
qv19_0990,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: khrai(1) — מי (או מי זה) / who,Write Thai from romanization: khrai(1) — who / מי (או מי זה),ใคร,khrai(1),מי (או מי זה),who,vocab_0332
qv19_0991,3,mcq_read_meaning,מה המשמעות של วันเกิด (wan-geut(1-2))?,What does วันเกิด (wan-geut(1-2)) mean?,วันเกิด,wan-geut(1-2),יום הולדת,birthday,vocab_0333
qv19_0992,3,write_he_to_thai,כתוב בתאית: יום הולדת — birthday (wan-geut(1-2)),Write in Thai: birthday — יום הולדת (wan-geut(1-2)),วันเกิด,wan-geut(1-2),יום הולדת,birthday,vocab_0333
qv19_0993,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: wan-geut(1-2) — יום הולדת / birthday,Write Thai from romanization: wan-geut(1-2) — birthday / יום הולדת,วันเกิด,wan-geut(1-2),יום הולדת,birthday,vocab_0333
qv19_0994,2,mcq_read_meaning,מה המשמעות של เคย (koey(1))?,What does เคย (koey(1)) mean?,เคย,koey(1),אי פעם,ever,vocab_0334
qv19_0995,2,write_he_to_thai,כתוב בתאית: אי פעם — ever (koey(1)),Write in Thai: ever — אי פעם (koey(1)),เคย,koey(1),אי פעם,ever,vocab_0334
qv19_0996,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: koey(1) — אי פעם / ever,Write Thai from romanization: koey(1) — ever / אי פעם,เคย,koey(1),אי פעם,ever,vocab_0334
qv19_0997,4,mcq_read_meaning,מה המשמעות של สมาชิก (sa-ma-chik(2-1-3))?,What does สมาชิก (sa-ma-chik(2-1-3)) mean?,สมาชิก,sa-ma-chik(2-1-3),חבר (במועדון / קבוצה),member,vocab_0335
qv19_0998,4,write_he_to_thai,כתוב בתאית: חבר (במועדון / קבוצה) — member (sa-ma-chik(2-1-3)),Write in Thai: member — חבר (במועדון / קבוצה) (sa-ma-chik(2-1-3)),สมาชิก,sa-ma-chik(2-1-3),חבר (במועדון / קבוצה),member,vocab_0335
qv19_0999,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: sa-ma-chik(2-1-3) — חבר (במועדון / קבוצה) / member,Write Thai from romanization: sa-ma-chik(2-1-3) — member / חבר (במועדון / קבוצה),สมาชิก,sa-ma-chik(2-1-3),חבר (במועדון / קבוצה),member,vocab_0335
qv19_1000,2,mcq_read_meaning,מה המשמעות של เด็ก (dek(2))?,What does เด็ก (dek(2)) mean?,เด็ก,dek(2),ילד,child,vocab_0336
qv19_1001,2,write_he_to_thai,כתוב בתאית: ילד — child (dek(2)),Write in Thai: child — ילד (dek(2)),เด็ก,dek(2),ילד,child,vocab_0336
qv19_1002,2,write_roman_to_thai,כתוב בתאית לפי התעתיק: dek(2) — ילד / child,Write Thai from romanization: dek(2) — child / ילד,เด็ก,dek(2),ילד,child,vocab_0336
qv19_1003,3,mcq_read_meaning,מה המשמעות של น้ำมัน (nam-man(1-1))?,What does น้ำมัน (nam-man(1-1)) mean?,น้ำมัน,nam-man(1-1),שמן / דלק,oil / fuel,vocab_0337
qv19_1004,3,write_he_to_thai,כתוב בתאית: שמן / דלק — oil / fuel (nam-man(1-1)),Write in Thai: oil / fuel — שמן / דלק (nam-man(1-1)),น้ำมัน,nam-man(1-1),שמן / דלק,oil / fuel,vocab_0337
qv19_1005,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: nam-man(1-1) — שמן / דלק / oil / fuel,Write Thai from romanization: nam-man(1-1) — oil / fuel / שמן / דלק,น้ำมัน,nam-man(1-1),שמן / דלק,oil / fuel,vocab_0337
qv19_1006,4,mcq_read_meaning,מה המשמעות של ปั๊มน้ำมัน (bpum-nam-man(3-1-1))?,What does ปั๊มน้ำมัน (bpum-nam-man(3-1-1)) mean?,ปั๊มน้ำมัน,bpum-nam-man(3-1-1),תחנת דלק,gas station,vocab_0338
